participant_idx,mdp_idx,skipped,elapsed_minutes,program_evaluations,program,preprocessed_program,programming_exp,programming_game_exp
0,0,False,9.338166666666666,7,1|JRWSLJRWSLLWJS|||,JRWSLJRWSLLWJS||||,None,No
0,1,False,4.0472166666666665,5,113131R111R1R1|WS||L|,11L1L1R111R1R1|WS|||,None,No
0,2,False,6.091666666666667,18,12131|WWWS|LJL|RJR|,1LJL1RJR1|WWWS|||,None,No
0,3,False,6.180733333333333,21,L12131|WSWWS|RJR|LJL|,L1RJR1LJL1|WSWWS|||,None,No
0,4,False,5.693083333333333,14,JWRWSJWWRJWSJRWJS||||,JWRWSJWWRJWSJRWJS||||,None,No
0,5,True,6.5007166666666665,11,,,None,No
0,6,False,5.3255,24,11RJS3R2R3L2L3|JSJ|JJS|WS|,11RJS2R3R2L3L2|JSJ|WS|JJS|,None,No
0,7,False,2.960583333333333,7,L11RJL1R1R1JR1|JS|||,L11RJL1R1R1JR1|JS|||,None,No
0,8,False,5.327616666666667,9,11111WJS|WLJS|||,11111WJS|WLJS|||,None,No
0,9,False,1.62655,4,11JS|JJRSWLJ|||,11JS|JJSRWLJ|||,None,No
1,0,False,1.82515,1,123|JRWS|WLJS|JLWWLJS|,JRWS1JLW1|WLJS|||,None,No
1,1,False,1.84865,2,12|WSWSLWSLWS|RWWSWSRWSRWS||,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
1,2,False,1.2030833333333333,2,1|LJSJRWWWSRJJS|||,LJSJRWWWSRJJS||||,None,No
1,3,False,3.4901,3,1|LWSWWSRJJSRWWSWRJSRWWS|||,LWSWWSRJJSRWWSWRJSRWWS||||,None,No
1,4,False,1.51675,1,JWRWSJRWWJSLJWLJS||||,JWRWSJRWWJSLJWLJS||||,None,No
1,5,False,1.8446833333333332,1,JSJLJSLWWSRJRJSJLJSLWWSRJRJS||||,JSJLJSLWWSRJRJSJLJSLWWSRJRJS||||,None,No
1,6,False,2.4230833333333335,1,RJSWSLJJSLWSRJJSRWSLJLWWLWJSJJS||||,RJSWSLJJSLWSRJJSRWSLJLWWLWJSJJS||||,None,No
1,7,False,1.4722833333333334,2,LJSJSRJLJSRJSRJSJRJS||||,LJSJSRJLJSRJSRJSJRJS||||,None,No
1,8,False,0.8934833333333333,1,WLJSWJLJSLJSWRJS||||,WLJSWJLJSLJSWRJS||||,None,No
1,9,False,0.8003833333333333,1,JJSRWLJJSRWLJJS||2||,JJSRWLJJSRWLJJS||||,None,No
2,0,False,3.3443833333333335,15,JJSJRWWRJSJRWS||||,JJSJRWWRJSJRWS||||,None,No
2,1,False,3.3642666666666665,19,WSWSLWSLWSRWWSWSRWSRWS||||,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
2,2,False,1.57405,7,WWWSLJLWWWSRJRWWWS||||,WWWSLJLWWWSRJRWWWS||||,None,No
2,3,False,4.7717,25,LWSWWSJRWWJRJSWRJSLWLJSRRJLWS||||,LWSWWSJRWWRJSWRJSLWLJSRRJLWS||||,None,No
2,4,False,2.33005,12,JWWRWSJWWRJWSJRWJS||||,JWRWSJWWRJWSJRWJS||||,None,No
2,5,False,4.293433333333334,26,LJSJJSJRJSRWLWSRJRJSLWLWSRJRJS||||,LJSJJSJRJSRWLWSRJRJSLWLWSRJRJS||||,None,No
2,6,False,3.6016,26,RJSWSLJLWJSRJJSJRJSWSRJJSRWS||||,RJSWSLJLWJSRJJSJRJSWSRJJSRWS||||,None,No
2,7,False,1.83755,16,LJSJSRJRJSLJLJSJSLJS||||,LJSJSRJRJSLJLJSJSLJS||||,None,No
2,8,False,1.3915333333333333,10,WLJSWJLJSLJSWRJS||||,WLJSWJLJSLJSWRJS||||,None,No
2,9,False,1.4125,13,JJSRWLJJSRWLJJS||||,JJSRWLJJSRWLJJS||||,None,No
3,0,True,3.7457333333333334,8,,,None,No
3,1,True,5.8501,11,,,None,No
3,2,False,6.444,24,LJSRWSWSWSLJSRWWJSRWSWSRWS||||,LJSRWWWLJSRJRWWRWS||||,None,No
3,3,False,6.6085,22,24||JSLWSWSWSLJSLWSWSRJS||RWSWSWSRWSWSWRJSWSWS,JSLWWSWLJSLWWSRJRWWWRWWWRJSWWS||||,None,No
3,4,True,3.538683333333333,5,,,None,No
3,5,True,3.5333833333333335,10,,,None,No
3,6,True,3.5574666666666666,13,,,None,No
3,7,True,3.5280833333333335,5,,,None,No
3,8,True,3.5425333333333335,3,,,None,No
3,9,True,3.601783333333333,3,,,None,No
4,0,False,3.8169666666666666,2,JJSJRWWRJSJRWS|JJ|||,JJSJRWWRJSJRWS||||,None,No
4,1,False,3.1507666666666667,1,WL1RWR1|3WW3||SWS|,WL1RWR1|2WW2|SWS||,None,No
4,2,False,0.7349666666666667,1,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,None,No
4,3,False,3.774033333333333,6,1JJSLWWSLJLWS|JSJLWSWWSL|||,JSJLWSWWSLJJSLWWSLJLWS||||,None,No
4,4,False,1.6949666666666667,3,1RWL1WR1|JWRWSJ|||,1RWL1WR1|JWRWSJ|||,None,No
4,5,False,2.71215,2,L12R1JSRWWS|22R|JSJ||,L12R1JSRWWS|22R|JSJ||,None,No
4,6,False,2.303366666666667,5,1JRJSJ1RJ1LWSLJ1|JSJJS|||,1JRJS1RJ1LWSLJ1|JSJJS|||,None,No
4,7,False,4.26055,3,2RJRJSLJ2LJS||LJSJS||,1RJRJSLJ1LJS|LJSJS|||,None,No
4,8,False,1.7044,1,W2JLJS2RJS||LJSW||,W1JLJS1RJS|LJSW|||,None,No
4,9,False,1.7668666666666666,1,1S1W1RWJSR1RWS|JJ|||,1S1W1RWJSR1RWS|JJ|||,None,No
5,0,False,5.5567166666666665,12,WJJSJRWWRJSJRWS||||,JJSJRWWRJSJRWS||||,None,No
5,1,False,6.015666666666666,9,WSWSLWSLWSRWWSWSRWSRWS||||,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
5,2,False,1.9155166666666668,2,WWWSLJLWWWSRJRWWWS||||,WWWSLJLWWWSRJRWWWS||||,None,No
5,3,False,4.414916666666667,10,JSLWWSWLJLSWWSWLJJLWSWWS||||,JSLWWSWLJSLWWSWLJJLWSWWS||||,None,No
5,4,False,5.53365,13,JWWRWSJRWWJSLJSWLJS||||,JWRWSJRWWJSLJWLJS||||,None,No
5,5,False,12.8477,20,JSLSWWSWWSRRWRWSLLWWSRRWLWWLWSRRWWSLLWRWS||||,JSLWWSWWSRRWRWSLLWWSRRWLWWLWSRRWWS||||,None,No
5,6,False,6.200616666666667,12,RJSWSLWJWJSLWSJLJSJRWRWWWRJSLJRJSWS||||,RJSWSLJJSLWSJLJSJRWRWWWRJSLJRJSWS||||,None,No
5,7,False,3.2585166666666665,8,LJSRJSLJLJSRRJLJSRJSRJS||||,LJSRJSLJLJSRRJLJSRJSRJS||||,None,No
5,8,False,2.54395,6,WLJSLJJSRJRWSLJS||||,WLJSLJJSRJRWSLJS||||,None,No
5,9,False,1.9879166666666668,4,JJSRLJJWRJSLWJRJS||||,JJSJWRJSLWJRJS||||,None,No
6,0,False,3.40155,4,JRWSWLJSLWJS||||,JRWSWLJSLWJS||||,None,No
6,1,False,2.2167333333333334,1,1L11LWSL11|WSWS|||,1L11LWSL11|WSWS|||,None,No
6,2,False,1.4214,1,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,None,No
6,3,False,2.8395333333333332,1,JSJLWSWWSLJJSLWWSLJLWS||||,JSJLWSWWSLJJSLWWSLJLWS||||,None,No
6,4,False,1.5883166666666666,2,JWRWSJRWWJSLJWLJS||||,JWRWSJRWWJSLJWLJS||||,None,No
6,5,False,2.0268,1,JSLWLWSLLWWSLLWRWSWWSLLWRWSLLWWS||||,JSLWLWSLLWWSLLWRWSWWSLLWRWSLLWWS||||,None,No
6,6,False,2.11835,3,11RJSWSRJJSRWSLJJSLWS|JSJ|||,11RJSWSRJJSRWSLJJSLWS|JSJ|||,None,No
6,7,False,3.4748666666666668,3,L11RJL1R1R1JR1|JS|||,L11RJL1R1R1JR1|JS|||,None,No
6,8,False,1.6879833333333334,1,WL1LJ1LLJLWS1|JS|||,WL1LJ1LLJLWS1|JS|||,None,No
6,9,False,1.5543333333333333,1,J1JWR1LWJR1|JS|||,J1JWR1LWJR1|JS|||,None,No
7,0,False,5.705683333333333,1,1L13|JRWS||LLWJS|,1L1LLWJS|JRWS|||,None,No
7,1,False,7.7678666666666665,3,WSWSLWSLWSRWWSWSRWSRWS|||W|,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
7,2,False,3.3024333333333336,1,1L2RWWWS|WWWSLJ|WWWSRJ||,WWWSLJLWWWSRJRWWWS||||,None,No
7,3,False,5.796,3,L1JRWSWWSLJLWSWWS|WSWWSR|||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
7,4,False,3.72035,2,JWRWSJWRJLWRWSJWRJWRWS||||,JWRWSJWRJLWRWSJWRJWRWS||||,None,No
7,5,False,23.650716666666668,20,14SR23LJLJSJJS|LJSJJSJ|WWS|WWS|RJ,LJSJJSJRJSR11LJLJSJJS|WWS|||,None,No
7,6,False,9.397116666666667,22,JSJJSJRJSWSRJJSJJSRWSRJJS||||,JSJJSJRJSWSRJJSJJSRWSRJJS||||,None,No
7,7,False,1.91985,6,LJSJSRJRJSLJLJSJSLJS||||,LJSJSRJRJSLJLJSJSLJS||||,None,No
7,8,False,0.9882833333333333,3,WLJSWJLJSLJSWRJS||||,WLJSWJLJSLJSWRJS||||,None,No
7,9,False,1.09505,3,JJSJWRJSLWJRJS||||,JJSJWRJSLWJRJS||||,None,No
8,0,False,11.553583333333334,9,J12WW3RWL1|JS|JR|RJS|,J1JRWWR1RWL1|JS|||,None,No
8,1,False,11.974533333333333,11,2L1W2L1L1W1|WS|11||,1L2W1L2L2W2|22|WS||,None,No
8,2,False,4.907,2,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,None,No
8,3,False,3.6955666666666667,6,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,None,No
8,4,False,9.16705,15,RW21LW121|JSWLWJ|WR||,RW12LW212|WR|JSWLWJ||,None,No
8,5,False,7.735266666666667,13,12122JS33S|JSJ|L1|LW|,12122JS33S|JSJ|L1|LW|,None,No
8,6,False,4.301033333333334,11,1231231|RJSWSL|JLWJS|RJ|,1321321|2SWSL|RJ|JLWJS|,None,No
8,7,False,3.6349,10,12121112|LJS|RJS||,12121112|LJS|RJS||,None,No
8,8,False,9.950033333333334,23,11233W3|WLJS|LW|RJS|,11LW22W2|WLJS|RJS||,None,No
8,9,False,1.9101166666666667,5,12121|JJS|RWL||,12121|JJS|RWL||,None,No
9,0,False,7.7184,11,112|RWLJS|LWJS||,11LWJS|RWLJS|||,None,No
9,1,False,4.4845,9,1121213413131|WS|L|R|WWS,11L1L1RW11R1R1|WS|||,None,No
9,2,False,3.6906333333333334,5,12131|WWWS|LJL|RJR|,1LJL1RJR1|WWWS|||,None,No
9,3,False,9.230616666666666,22,1234R231J123|L|WS|WWS|RJ,L12RJR12LJL12|WS|W1||,None,No
9,4,False,5.035733333333333,6,1234WLJS|JWWRWS|JR|WWJS|LJ,JWRWSJRWWJS1W1S|LJ|||,None,No
9,5,False,9.88565,16,L131J41422L1L1J1|JS|WWS|JW|R,L1J1JR1R22L1L1J1|JS|WWS||,None,No
9,6,False,8.950733333333334,22,1J1JR12RJ1J1R2RJ1|JS|WS||,1J1JR12RJ1J1R2RJ1|JS|WS||,None,No
9,7,False,3.5544,13,122RJ212L21J2|L|JS||,L11RJ1L1L1LJ1|JS|||,None,No
9,8,False,2.9482,11,11232|WLJS|RJS|LLJW|,112LLJW2|WLJS|RJS||,None,No
9,9,False,1.3105166666666668,6,12121|JJS|RWL||,12121|JJS|RWL||,None,No
10,0,True,4.994066666666667,11,,,None,No
10,1,False,5.32415,15,WSWSLWSWWSWLSWLSWSWSWS||||,WSWSLWSWWSWSLWSLWSWWS||||,None,No
10,2,False,4.065033333333333,14,LJSJSSWRWWWSRJSJS||||,LJSJRWWWSRJJS||||,None,No
10,3,False,6.8551,22,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
10,4,False,6.212183333333333,17,JLWRWRWSJWJWRJWSRJWJLJS||||,JWRWSJWWRJWSRJWLJS||||,None,No
10,5,False,12.60205,35,JSWLWLWSRRWWSLWLWRWSWLWWSLWWLWWSRLWRRWRWS||||,JSLWLWSRRWWSLLWRWSWLWSLLWWSRRWRWS||||,None,No
10,6,False,6.941783333333333,22,JSJJSJJRJSWSJWJRWJWJRJSWSLJJSLWS||||,JSJJSJRJSWSJRWWRJSWSLJJSLWS||||,None,No
10,7,True,3.94805,14,,,None,No
10,8,True,3.5700666666666665,0,,,None,No
10,9,False,4.2484166666666665,12,JJSJJWJJRWJSRJJRWS||||,JJSJWJJRWJSRJJRWS||||,None,No
11,0,False,1.6275666666666666,4,11LWJS|RWLJS|||,11LWJS|RWLJS|||,None,No
11,1,False,2.37545,6,1L11LWSLWS1|WSWS|||,1L11LWSLWS1|WSWS|||,None,No
11,2,False,3.0240833333333335,10,1LJ2L1L2|WWWS|JS||,1LJ2L1L2|WWWS|JS||,None,No
11,3,False,4.914433333333333,15,L2RJR2LJL2|JS|WSWWS||,L1RJR1LJL1|WSWWS|||,None,No
11,4,False,6.3082666666666665,27,J2J232RJWLJS||WRWS|JL|,J1J1JL1RJWLJS|WRWS|||,None,No
11,5,False,3.39035,13,L121R122WWS|JSJJS|JRS||,L121R122WWS|JSJJS|JSR||,None,No
11,6,False,5.58185,21,2J22R21RJ2J2R1RJ2|WS|JS||,1J11R12RJ1J1R2RJ1|JS|WS||,None,No
11,7,False,6.69915,20,31232S2S23|JS|RJ|LJS|,12313S3S31|L2|JS|RJ|,None,No
11,8,False,2.2397833333333335,9,113LLJW3|WLJS||RJS|,112LLJW2|WLJS|RJS||,None,No
11,9,False,0.6889666666666666,5,12121|JJS|RWL||,12121|JJS|RWL||,None,No
12,0,False,1.6586,4,1JSJRWSLLWJS|RWL|||,RWLJSJRWSLLWJS||||,None,No
12,1,False,1.2202666666666666,1,WL1RWR1|SWSWWSWS|||,WL1RWR1|SWSWWSWS|||,None,No
12,2,False,0.7022,1,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,None,No
12,3,False,0.8352666666666667,1,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
12,4,False,1.1486,1,RWRWLJSJWLJSWJLWWJS||||,RWRWLJSJWLJSWJLWWJS||||,None,No
12,5,False,2.76995,4,JSLWWSWWSLLWLWSRRWWSLLWRWWLWSRRWWS||||,JSLWWSWWSLLWLWSRRWWSLLWRWWLWSRRWWS||||,None,No
12,6,False,1.0591333333333333,1,JSJJSJRJSWSRJJSRWSLJJSLWS||||,JSJJSJRJSWSRJJSRWSLJJSLWS||||,None,No
12,7,False,0.9942166666666666,1,LJSJSRJLJSRJSRJSJRJS||||,LJSJSRJLJSRJSRJSJRJS||||,None,No
12,8,False,0.6786,1,WLJSLJJSRRJLWSJS||||,WLJSLJJSRRJLWSJS||||,None,No
12,9,False,1.49195,2,1S21S21S|JJ|RWL||,1S21S21S|JJ|RWL||,None,No
13,0,False,5.151933333333333,6,J1JRWWR1RWL1|JS|||,J1JRWWR1RWL1|JS|||,None,No
13,1,False,4.2084,7,1L2L2RW1R2R2|WSWS|WS||,1L2L2RW1R2R2|22|WS||,None,No
13,2,False,1.3043833333333332,2,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,None,No
13,3,False,3.310783333333333,6,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,None,No
13,4,False,5.45185,10,1JWRJLWRWSJWR1|JWRWS|||,1JWRJLWRWSJWR1|JWRWS|||,None,No
13,5,False,4.94915,20,L1WRWWRW122JS3|JSJJSJ|WR|WWS3|,L12W2W122JS3|JSJJSJ|WR|WWS3|,None,No
13,6,False,3.0172833333333333,8,11RJSWSR33JRWR11|JSJ||JJS|,11RJSWSR22JRWR11|JSJ|JJS||,None,No
13,7,False,2.14425,6,L113L13S3SJ3S|JS||RJ|,L112L12S2SJ2S|JS|RJ||,None,No
13,8,False,3.2395,7,W1WJ11WRJS|LJS|||,W1WJ11WRJS|LJS|||,None,No
13,9,False,1.50595,4,12121|JJS|RWL||,12121|JJS|RWL||,None,No
14,0,False,2.1461833333333336,2,RWWLJJSLWJSLJLWS||||,RWWLJJSLWJSLJLWS||||,Between 1 and 3 college courses (or equivalent),No
14,1,False,2.6756,7,WLSWSWWSWSRWSRWSWWSWS||||,WSLWSWWSWSRWSRWSWWSWS||||,Between 1 and 3 college courses (or equivalent),No
14,2,False,0.7418166666666667,1,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,Between 1 and 3 college courses (or equivalent),No
14,3,False,2.5608,7,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,Between 1 and 3 college courses (or equivalent),No
14,4,False,2.1487166666666666,3,JWRWSRJWWLJSJWLJS||||,JWRWSRJWWLJSJWLJS||||,Between 1 and 3 college courses (or equivalent),No
14,5,False,2.05625,2,LJSJJSJRJSRWWSWWSLJLJSJJS||||,LJSJJSJRJSRWWSWWSLJLJSJJS||||,Between 1 and 3 college courses (or equivalent),No
14,6,False,3.2999833333333335,3,JSJJSJRJSWSRJJSJJSRWSRJJS||||,JSJJSJRJSWSRJJSJJSRWSRJJS||||,Between 1 and 3 college courses (or equivalent),No
14,7,False,2.1202,5,LJSJSRJLJSRJSRJSJRJS||||,LJSJSRJLJSRJSRJSJRJS||||,Between 1 and 3 college courses (or equivalent),No
14,8,False,1.0789333333333333,1,WLJSWJLJSLJSWRJS||||,WLJSWJLJSLJSWRJS||||,Between 1 and 3 college courses (or equivalent),No
14,9,False,0.98005,1,JJSRWLJJSWJRJS||||,JJSRWLJJSWJRJS||||,Between 1 and 3 college courses (or equivalent),No
15,0,False,5.8189166666666665,1,3LJS1RJSJ3WRJS|LW||RW|,1LJSLWRJSJ1WRJS|RW|||,None,No
15,1,False,3.0676833333333335,1,11L1L1RW11R1R1|WS|||,11L1L1RW11R1R1|WS|||,None,No
15,2,False,1.329,1,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,None,No
15,3,False,2.3576,2,L1RJR1LJL1|WSWSWS|||,L1RJR1LJL1|WSWWS|||,None,No
15,4,False,2.0793,4,1WWR1WLJS|JWRWSJ|||,1WWR1WLJS|JWRWSJ|||,None,No
15,5,False,5.658566666666666,4,JSLWLWS1WWS1WRWSWLWS1WWS1WRWS|RR|||,JSLWLWS1WWS1WRWSWLWS1WWS1WRWS|RR|||,None,No
15,6,True,4.284066666666667,2,,,None,No
15,7,False,2.9360333333333335,3,JL1L1R1R1L1R1R1|JS|||,JL1L1R1R1L1R1R1|JS|||,None,No
15,8,False,1.6093833333333334,2,WL1LJ1LLJLWS1|JS|||,WL1LJ1LLJLWS1|JS|||,None,No
15,9,False,1.1588,1,1RWL1RWL1|JJS|||,1RWL1RWL1|JJS|||,None,No
16,0,False,6.159116666666667,15,JRWSWLJSLWJS||||,JRWSWLJSLWJS||||,None,No
16,1,False,2.5558833333333335,11,11L1L1RW11R1R1|WS|||,11L1L1RW11R1R1|WS|||,None,No
16,2,False,2.0344,2,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,None,No
16,3,False,3.7248,9,JSJLWSLJJSRWRJSJLWSLJJS||||,JSJLWSLJJSRWRJSJLWSLJJS||||,None,No
16,4,False,11.304216666666667,3,JWRWSJRWWJSLJWLJS||||,JWRWSJRWWJSLJWLJS||||,None,No
16,5,False,3.286983333333333,9,JSLWLWSRJJSJRJSJRJSJRJSLWLWS||||,JSLWLWSRJJSJRJSJRJSJRJSLWLWS||||,None,No
16,6,False,3.19335,10,JSJJSJRJS1R22R1R2|WS|JJS||,JS1JRJS2R11R2R1|JJS|WS||,None,No
16,7,False,1.7773,8,L11RJL1R1R1JR1|JS|||,L11RJL1R1R1JR1|JS|||,None,No
16,8,False,1.7455333333333334,5,WL1LJ1RJRWSL1|JS|||,WL1LJ1RJRWSL1|JS|||,None,No
16,9,False,1.0727166666666668,3,J1JWR1WLJ1|JS|||,J1JWR1WLJ1|JS|||,None,No
17,0,False,4.773166666666667,13,J11211R1|WJS|RWWR||,J11RWWR11R1|WJS|||,Between 1 and 3 college courses (or equivalent),No
17,1,False,10.249133333333333,48,1L11L2L21|WSWS|WS||,1L11L2L21|22|WS||,Between 1 and 3 college courses (or equivalent),No
17,2,False,2.1029666666666667,9,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,Between 1 and 3 college courses (or equivalent),No
17,3,False,2.8309333333333333,9,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
17,4,False,1.7661,10,1RWL1WR1|JWRWSJ|||,1RWL1WR1|JWRWSJ|||,Between 1 and 3 college courses (or equivalent),No
17,5,False,4.1975,27,L11R1R11RJRS11|WJSJ|||,L11R1R11RJSR11|WJSJ|||,Between 1 and 3 college courses (or equivalent),No
17,6,False,3.327583333333333,22,1WRWR11LWL11|JSJJSJ|||,1WRWR11LWL11|JSJJSJ|||,Between 1 and 3 college courses (or equivalent),No
17,7,False,6.02925,36,1J3J1RJ3J31RJS|LJS||SR|,1J2J1RJ2J21RJS|LJS|SR||,Between 1 and 3 college courses (or equivalent),No
17,8,False,3.1179333333333332,27,WL1L11RJRWSL1|JS|||,WL1L11RJRWSL1|JS|||,Between 1 and 3 college courses (or equivalent),No
17,9,False,1.8002166666666666,10,1331|JJS||JRSWL|,1221|JJS|JSRWL||,Between 1 and 3 college courses (or equivalent),No
18,0,False,3.467016666666667,8,JRWSWLJSLWJS||R||,JRWSWLJSLWJS||||,None,No
18,1,False,2.9542,4,11L1L1RW11R1R1|WS|||,11L1L1RW11R1R1|WS|||,None,No
18,2,False,2.61895,4,13141|WWWS|RJ|LJL|RJR,1LJL1RJR1|WWWS|||,None,No
18,3,False,5.195966666666667,20,13RJ23LJ13|LWS|RWS|WWS|,12RJRWS2LJ12|LWS|WWS||,None,No
18,4,False,5.975716666666667,16,132|JWWRWS|JSLJWLJS|JRWW|,JWRWSJRWWJSLJWLJS||||,None,No
18,5,False,8.724733333333333,18,L1312|JSJJSJ|RJSRWWS|RJSJR|,L1RJSJR1RJSRWWS|JSJJSJ|||,None,No
18,6,False,12.7454,24,J14231JS|SJJSJ|SJJSJJS|LWL|RJR,J1RJR2LWL2|SJJSJ|1JS||,None,No
18,7,False,6.2644,14,32112|RJS|RJLJS|LJSJS|,LJSJS1221|RJLJS|RJS||,None,No
18,8,False,4.236866666666667,11,12344|WLJS|LJJS|RJW|RJS,WLJSLJJSRJW11|RJS|||,None,No
18,9,False,1.6076,2,12121|JJS|RWL||,12121|JJS|RWL||,None,No
19,0,False,5.72025,8,4L131J4WR1|JS||LWR|RW,1L2LWR2J1WR2|RW|JS||,Between 1 and 3 college courses (or equivalent),No
19,1,False,3.95145,15,1L1W11R1R2|WS|12||,1L1W11R1R2|WS|12||,Between 1 and 3 college courses (or equivalent),No
19,2,False,3.049,9,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,Between 1 and 3 college courses (or equivalent),No
19,3,False,1.9943666666666666,9,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
19,4,False,2.32755,7,13L2|JWRWS|12|JRW|,1JRWL2|JWRWS|12||,Between 1 and 3 college courses (or equivalent),No
19,5,False,3.481716666666667,11,1JL1LWWSRJ3|JS||JSJR3|,1JL1LWWSRJ2|JS|1JR2||,Between 1 and 3 college courses (or equivalent),No
19,6,False,5.64585,18,12211LWL11|JSJJSJ|WR||,12211LWL11|JSJJSJ|WR||,Between 1 and 3 college courses (or equivalent),No
19,7,False,4.553,17,L1223R13|JSJS|R1|RJS|,L122323|JSJS|R1|RJS|,Between 1 and 3 college courses (or equivalent),No
19,8,False,2.3069166666666665,7,W1WJ11WRJS|LJS|||,W1WJ11WRJS|LJS|||,Between 1 and 3 college courses (or equivalent),No
19,9,False,0.9266333333333333,6,1|JJSRWL1|||,1|JJSRWL1|||,Between 1 and 3 college courses (or equivalent),No
20,0,False,49.486583333333336,37,JJSJRW1JRWS|WRJS|||,JJSJRWWRJSJRWS||||,Between 1 and 3 college courses (or equivalent),No
20,1,False,15.17025,66,WSL121R1R121|WS|WWS||,1L121R1R121|WS|W1||,Between 1 and 3 college courses (or equivalent),No
20,2,False,3.33695,17,L12RJJS|JWS|JRWWS1||,L1JRWW1RJJS|JWS|||,Between 1 and 3 college courses (or equivalent),No
20,3,False,11.4564,52,JSJLWSWSWSLJWSLWSWRJSRWWS|JSLW|||,JSJLWSWWSLJLWSWRJSRWWS||||,Between 1 and 3 college courses (or equivalent),No
20,4,False,5.743783333333333,25,1R2WJS|JWRWSWJSWW|JWSJR||,JWRWSJWWRJWSJRWJS||||,Between 1 and 3 college courses (or equivalent),No
20,5,False,6.2103166666666665,41,123222RWRWS|JSJ|JLJS|JJS|,JSJ1JJS111RWRWS|JLJS|||,Between 1 and 3 college courses (or equivalent),No
20,6,False,3.2868833333333334,16,1J1JR12R11112SRWSR11|JS|WS||,1J1JR12R11112R2R11|JS|WS||,Between 1 and 3 college courses (or equivalent),No
20,7,False,1.4419166666666667,6,L11313SRR13JS|JS||RJL|,L11212SRR121|JS|RJL||,Between 1 and 3 college courses (or equivalent),No
20,8,False,1.4234166666666668,8,111LJLWJS|WLJS|||,111LJLWJS|WLJS|||,Between 1 and 3 college courses (or equivalent),No
20,9,False,2.9475333333333333,17,121R3RJJWRWS|JJS|JWW|WJS|,1JW1RWJSRJJRWS|JJS|||,Between 1 and 3 college courses (or equivalent),No
21,0,False,5.42765,12,1|JJSJ3234RWS|WW|R|JSJ,J1RWWR1RWS|JSJ|||,None,No
21,1,False,10.678466666666667,29,11324|WS|R|L1L1|WWS12121,11L1L1RW11R1R1|WS|||,None,No
21,2,False,6.2682166666666665,8,312|LJL3|RJR3|WWWS|,1LJL1RJR1|WWWS|||,None,No
21,3,False,9.71755,24,132343|L|RJR|WSWWS|LJL,L1RJR1LJL1|WSWWS|||,None,No
21,4,False,6.763116666666667,6,1WRJLW42|J34|WRJWWRWS|WW|RWSJ,JW1WRJLW1WRJWRWS|RWSJ|||,None,No
21,5,False,5.160566666666667,8,JSL11|WLWSLLWWS2|LLWRWS||,JSL11|WLWSLLWWSLLWRWS|||,None,No
21,6,False,9.8697,6,13|RJSWSLJJSJJSLWSLJJS||RJLJSLLJJS|,RJSWSLJJSJJSLWSLJJSRJLJSLLJJS||||,None,No
21,7,False,5.819216666666667,10,124|JLJS|L3|JSRJS|RJJSLJSLJS,JLJSLJSRJSRJJSLJSLJS||||,None,No
21,8,False,6.373116666666666,14,1212123|WL|JS|LJLWWJS|,121212LJLW2|WL|JS||,None,No
21,9,False,6.632116666666667,6,124|JJ3|JWWRJ3|S|WL1,1JWRJSWL1|JJS|||,None,No
22,0,False,7.9636,13,JRWSLJRWSLJLWWLJS||||,JRWSLJRWSLJLWWLJS||||,Between 1 and 3 college courses (or equivalent),No
22,1,False,3.4775,4,WSLWSWWSWSRWSRWSWWSWS||||,WSLWSWWSWSRWSRWSWWSWS||||,Between 1 and 3 college courses (or equivalent),No
22,2,False,1.1173333333333333,1,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,Between 1 and 3 college courses (or equivalent),No
22,3,False,2.0699833333333335,2,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,Between 1 and 3 college courses (or equivalent),No
